CustomerID,Recency,Frequency,Monetary,Cluster,Segment,Churn,Churn_Probability,Retention_Action
12451.0,99,3,3634.36,3,Inactive / Churned,1,0.9999999969661357,No Action / Low-Cost Re-engagement
12454.0,31,3,12931.44,3,Inactive / Churned,0,7.56197821900216e-58,No Action / Low-Cost Re-engagement
12455.0,81,4,3383.09,3,Inactive / Churned,0,1.3934456440323518e-09,No Action / Low-Cost Re-engagement
12457.0,71,1,512.68,2,At-Risk High-Value,0,6.009489569627317e-19,Monitor
12458.0,63,2,715.09,3,Inactive / Churned,0,1.034943712076331e-26,No Action / Low-Cost Re-engagement
12459.0,241,1,398.36,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12460.0,92,1,296.65,2,At-Risk High-Value,1,0.9898088904519963,Targeted Win-Back Campaign
12466.0,318,1,56.73,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12467.0,59,1,132.8,2,At-Risk High-Value,0,1.7497403646256532e-30,Monitor
12468.0,162,3,2581.2,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12469.0,158,2,3070.54,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12470.0,325,1,211.95,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12471.0,10,47,17822.54,1,High-Value Loyal,0,6.379736956223111e-81,Monitor
12472.0,5,13,10426.48,1,High-Value Loyal,0,1.9844493554013608e-83,Monitor
12474.0,14,11,4616.66,1,High-Value Loyal,0,1.652800943426409e-74,Monitor
12475.0,45,1,396.26,0,Active Low-Value,0,5.859146557894069e-44,Monitor
12476.0,33,7,6452.99,1,High-Value Loyal,0,5.067091540219911e-56,Monitor
12477.0,35,3,7056.63,3,Inactive / Churned,0,7.331095171210622e-54,No Action / Low-Cost Re-engagement
12480.0,35,3,1949.22,3,Inactive / Churned,0,9.668812547302457e-54,No Action / Low-Cost Re-engagement
12481.0,1,5,6171.07,1,High-Value Loyal,0,1.1232844826635867e-86,Monitor
12482.0,212,29,23691.4,1,High-Value Loyal,1,1.0,Immediate Retention (VIP Offer)
12483.0,14,11,2181.6,1,High-Value Loyal,0,1.8859507670326658e-74,Monitor
12484.0,119,5,1619.43,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12485.0,165,1,708.1,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12486.0,67,1,917.28,2,At-Risk High-Value,0,8.337714693211757e-23,Monitor
12487.0,366,1,285.29999999999995,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12490.0,14,10,3904.71,1,High-Value Loyal,0,1.9842537078451946e-74,Monitor
12492.0,39,1,380.0,0,Active Low-Value,0,9.904094324250629e-50,Monitor
12494.0,1,3,518.77,0,Active Low-Value,0,2.035914802568267e-86,Monitor
12495.0,276,1,277.4,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12496.0,256,2,54.09,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12497.0,36,2,5043.400000000001,3,Inactive / Churned,0,8.65443121888832e-53,No Action / Low-Cost Re-engagement
12499.0,196,1,357.72,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12500.0,71,7,1499.39,3,Inactive / Churned,0,2.3982299807199184e-19,No Action / Low-Cost Re-engagement
12503.0,220,1,896.0,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12504.0,53,2,261.0,0,Active Low-Value,0,2.5405830722217517e-36,Monitor
12505.0,44,1,787.2,0,Active Low-Value,0,6.25988616926889e-45,Monitor
12507.0,220,1,455.25,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12510.0,95,7,3635.45,3,Inactive / Churned,1,0.999961914796881,No Action / Low-Cost Re-engagement
12511.0,64,1,3084.02,3,Inactive / Churned,0,9.634985744773314e-26,No Action / Low-Cost Re-engagement
12514.0,277,1,580.08,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12516.0,66,2,1102.56,3,Inactive / Churned,0,7.798276990387296e-24,No Action / Low-Cost Re-engagement
12519.0,112,1,349.7,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12523.0,10,12,2330.38,1,High-Value Loyal,0,2.296888308541063e-78,Monitor
12524.0,24,9,5848.39,1,High-Value Loyal,0,8.612779656829754e-65,Monitor
12525.0,134,3,883.73,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12527.0,130,2,386.8,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12529.0,164,1,316.48,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12530.0,51,5,1880.98,3,Inactive / Churned,0,1.7980861800659677e-38,No Action / Low-Cost Re-engagement
12531.0,322,1,1645.98,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12533.0,263,2,1223.89,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12537.0,44,1,612.94,0,Active Low-Value,0,6.319281362043576e-45,Monitor
12538.0,14,1,276.5,0,Active Low-Value,0,8.842488708921902e-74,Monitor
12539.0,86,3,5618.400000000001,3,Inactive / Churned,0,9.212920716082957e-05,No Action / Low-Cost Re-engagement
12540.0,14,15,7670.25,1,High-Value Loyal,0,7.868113836459329e-75,Monitor
12542.0,120,2,481.88,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12543.0,84,1,840.25,2,At-Risk High-Value,0,1.8967011754169263e-06,Monitor
12547.0,136,1,147.78,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12549.0,211,5,1570.68,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12553.0,21,2,826.47,0,Active Low-Value,0,4.031618525076965e-67,Monitor
12554.0,84,1,384.5,2,At-Risk High-Value,0,1.9441290642280138e-06,Monitor
12555.0,318,1,129.23,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12557.0,7,4,6725.18,1,High-Value Loyal,0,7.455411490053943e-81,Monitor
12562.0,21,2,1041.18,0,Active Low-Value,0,3.984980254968841e-67,Monitor
12563.0,44,1,221.24,2,At-Risk High-Value,0,6.454854518997718e-45,Monitor
12567.0,3,7,3858.58,1,High-Value Loyal,0,8.013228177226601e-85,Monitor
12568.0,280,1,52.0,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12570.0,318,1,77.52,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12573.0,17,4,556.87,0,Active Low-Value,0,4.348254283228149e-71,Monitor
12575.0,93,2,568.8199999999999,2,At-Risk High-Value,1,0.9986846003159826,Targeted Win-Back Campaign
12576.0,28,3,746.89,0,Active Low-Value,0,1.9019582552356617e-60,Monitor
12577.0,17,5,995.9499999999999,3,Inactive / Churned,0,3.675871784245221e-71,No Action / Low-Cost Re-engagement
12578.0,21,2,1623.94,0,Active Low-Value,0,3.861097413792598e-67,Monitor
12580.0,212,1,583.1999999999999,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12582.0,58,2,1469.04,3,Inactive / Churned,0,1.5375777335551742e-31,No Action / Low-Cost Re-engagement
12583.0,9,13,6590.0599999999995,1,High-Value Loyal,0,1.7226592972054046e-79,Monitor
12586.0,10,3,1865.73,0,Active Low-Value,0,8.623070679193783e-78,Monitor
12588.0,35,2,543.88,0,Active Low-Value,0,1.2052271630508562e-53,Monitor
12589.0,57,5,3775.98,3,Inactive / Churned,0,9.607567402167947e-33,No Action / Low-Cost Re-engagement
12591.0,26,2,759.3,0,Active Low-Value,0,2.614541424979013e-62,Monitor
12592.0,155,3,2037.06,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12594.0,14,5,1681.89,3,Inactive / Churned,0,4.602729280617374e-74,No Action / Low-Cost Re-engagement
12595.0,140,1,281.02,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12598.0,99,3,1385.01,3,Inactive / Churned,1,0.9999999973143026,No Action / Low-Cost Re-engagement
12599.0,17,6,1138.14,3,Inactive / Churned,0,3.1578621125215317e-71,No Action / Low-Cost Re-engagement
12600.0,7,12,2137.88,1,High-Value Loyal,0,3.016263498132225e-81,Monitor
12601.0,40,1,86.2,2,At-Risk High-Value,0,9.221391844302426e-49,Monitor
12605.0,12,3,1124.95,0,Active Low-Value,0,7.537555048146607e-76,Monitor
12606.0,318,1,21.0,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12608.0,40,1,415.79,0,Active Low-Value,0,9.058149550165214e-49,Monitor
12609.0,10,6,2057.01,1,High-Value Loyal,0,5.537299117440211e-78,Monitor
12613.0,24,5,3202.69,3,Inactive / Churned,0,1.769674740439158e-64,No Action / Low-Cost Re-engagement
12615.0,49,4,3269.79,3,Inactive / Churned,0,2.2940934313727383e-40,No Action / Low-Cost Re-engagement
12616.0,24,1,381.8,0,Active Low-Value,0,3.670850617784638e-64,Monitor
12619.0,196,1,140.14,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12621.0,1,16,10114.14,1,High-Value Loyal,0,1.8572086900647469e-87,Monitor
12623.0,52,6,3046.7400000000002,3,Inactive / Churned,0,1.339122660216005e-37,No Action / Low-Cost Re-engagement
12625.0,145,2,2265.06,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12629.0,21,2,1198.22,0,Active Low-Value,0,3.951210750333408e-67,Monitor
12631.0,92,5,2841.07,3,Inactive / Churned,1,0.9793939848378445,No Action / Low-Cost Re-engagement
12632.0,156,2,714.88,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12633.0,18,3,3226.18,3,Inactive / Churned,0,3.9827198134378717e-70,No Action / Low-Cost Re-engagement
12634.0,184,1,360.0,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12635.0,28,2,1115.23,0,Active Low-Value,0,2.1535388469103923e-60,Monitor
12637.0,14,4,2318.41,3,Inactive / Churned,0,5.1363601992481856e-74,No Action / Low-Cost Re-engagement
12638.0,275,1,169.8,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12639.0,70,2,706.27,3,Inactive / Churned,0,5.618153936689034e-20,No Action / Low-Cost Re-engagement
12643.0,21,5,4807.78,1,High-Value Loyal,0,2.1082207518303625e-67,Monitor
12644.0,66,3,1422.58,3,Inactive / Churned,0,6.635080368396553e-24,No Action / Low-Cost Re-engagement
12645.0,45,4,1584.1200000000001,3,Inactive / Churned,0,3.5646395263885653e-44,No Action / Low-Cost Re-engagement
12647.0,3,26,11769.53,1,High-Value Loyal,0,3.371534666656724e-86,Monitor
12648.0,73,3,738.95,3,Inactive / Churned,0,3.735983322615608e-17,No Action / Low-Cost Re-engagement
12649.0,18,5,1527.1399999999999,3,Inactive / Churned,0,3.2728469734368806e-70,No Action / Low-Cost Re-engagement
12651.0,14,3,263.75,0,Active Low-Value,0,6.631826646684215e-74,Monitor
12652.0,70,1,97.05000000000001,2,At-Risk High-Value,0,6.707373714782069e-20,Monitor
12653.0,162,1,1950.98,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12655.0,59,1,243.35000000000002,2,At-Risk High-Value,0,1.7392891442984794e-30,Monitor
12656.0,61,3,2104.66,3,Inactive / Churned,0,9.895961990396251e-29,No Action / Low-Cost Re-engagement
12661.0,72,1,162.0,2,At-Risk High-Value,0,5.612521026753705e-18,Monitor
12662.0,9,10,2830.2400000000002,1,High-Value Loyal,0,3.254991907710934e-79,Monitor
12663.0,260,2,185.4,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12664.0,150,2,1028.16,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12665.0,53,2,214.6,2,At-Risk High-Value,0,2.5469794251987554e-36,Monitor
12666.0,30,1,1248.42,0,Active Low-Value,0,2.0738285611716264e-58,Monitor
12668.0,14,5,6790.53,1,High-Value Loyal,0,3.4896526468907542e-74,Monitor
12670.0,21,2,692.24,0,Active Low-Value,0,4.061052197901774e-67,Monitor
12671.0,242,1,2622.481,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12672.0,231,1,181.15,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12673.0,37,1,565.5,0,Active Low-Value,0,1.1676559118888791e-51,Monitor
12675.0,189,2,874.5,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12676.0,44,4,1241.7,3,Inactive / Churned,0,3.9628489610420174e-45,No Action / Low-Cost Re-engagement
12677.0,191,2,359.1,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12678.0,11,7,16373.72,1,High-Value Loyal,0,2.0220721900616613e-77,Monitor
12681.0,3,23,15532.74,1,High-Value Loyal,0,4.2376159429885746e-86,Monitor
12682.0,1,22,10665.69,1,High-Value Loyal,0,7.588493355006815e-88,Monitor
12683.0,1,8,3788.21,1,High-Value Loyal,0,8.292946861660779e-87,Monitor
12686.0,7,1,71.14,0,Active Low-Value,0,1.6479286116135617e-80,Monitor
12687.0,116,1,1858.91,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12691.0,56,1,116.6,2,At-Risk High-Value,0,2.275902974907279e-33,Monitor
12692.0,273,1,110.95,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12693.0,32,3,703.11,0,Active Low-Value,0,1.3443103415664612e-56,Monitor
12694.0,57,1,901.68,0,Active Low-Value,0,1.9986820790397931e-32,Monitor
12695.0,164,3,789.02,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12696.0,70,2,731.91,3,Inactive / Churned,0,5.610353033706194e-20,No Action / Low-Cost Re-engagement
12698.0,226,1,285.75,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12699.0,53,1,566.11,0,Active Low-Value,0,2.8865113192626615e-36,Monitor
12701.0,165,4,1522.7,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12703.0,269,3,632.98,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12705.0,19,5,4731.81,1,High-Value Loyal,0,2.5209832849176466e-69,Monitor
12708.0,4,9,2295.19,1,High-Value Loyal,0,5.990015430375481e-84,Monitor
12709.0,2,19,20816.82,1,High-Value Loyal,0,6.182656732293868e-87,Monitor
12711.0,247,2,1213.05,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12712.0,1,10,2473.53,1,High-Value Loyal,0,6.674347440546107e-87,Monitor
12714.0,24,7,8520.85,1,High-Value Loyal,0,9.942318858366761e-65,Monitor
12717.0,226,1,227.93,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12720.0,5,5,2190.94,1,High-Value Loyal,0,9.827236004284866e-83,Monitor
12721.0,21,2,1248.95,0,Active Low-Value,0,3.9403631636267016e-67,Monitor
12724.0,19,3,1160.11,0,Active Low-Value,0,4.081993604997677e-69,Monitor
12725.0,7,3,1906.76,0,Active Low-Value,0,1.118137350730458e-80,Monitor
12726.0,23,4,1279.5,3,Inactive / Churned,0,2.4757678388484357e-65,No Action / Low-Cost Re-engagement
12727.0,78,3,1464.8300000000002,3,Inactive / Churned,0,2.3208997226050615e-12,No Action / Low-Cost Re-engagement
12728.0,19,1,197.84,0,Active Low-Value,0,5.73800641339102e-69,Monitor
12730.0,157,1,703.25,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12731.0,78,5,6879.8,3,Inactive / Churned,0,1.2970961257444662e-12,No Action / Low-Cost Re-engagement
12733.0,25,3,2040.92,3,Inactive / Churned,0,2.3043290466197214e-63,No Action / Low-Cost Re-engagement
12734.0,10,2,493.25,0,Active Low-Value,0,1.072962015145591e-77,Monitor
12737.0,134,2,3710.5,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12738.0,8,1,137.35,0,Active Low-Value,0,1.5046904684940156e-79,Monitor
12739.0,21,2,1698.69,0,Active Low-Value,0,3.8454883257410266e-67,Monitor
12741.0,169,1,236.07,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12742.0,261,1,1201.52,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12744.0,95,4,4037.77,3,Inactive / Churned,1,0.9999747437758314,No Action / Low-Cost Re-engagement
12745.0,122,3,925.41,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12746.0,176,1,254.55,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12747.0,5,16,5080.53,1,High-Value Loyal,0,1.7202686376914896e-83,Monitor
12748.0,1,142,22499.78,1,High-Value Loyal,0,1.2222263371593698e-95,Monitor
12749.0,35,4,2806.48,3,Inactive / Churned,0,7.990548312659704e-54,No Action / Low-Cost Re-engagement
12751.0,80,1,268.27,2,At-Risk High-Value,0,2.774554481141427e-10,Monitor
12755.0,1,10,5218.709999999999,1,High-Value Loyal,0,5.7517533340177325e-87,Monitor
12758.0,95,5,7111.650000000001,3,Inactive / Churned,1,0.9999655388521539,No Action / Low-Cost Re-engagement
12759.0,22,5,3207.3,3,Inactive / Churned,0,2.1069336630836048e-66,No Action / Low-Cost Re-engagement
12760.0,91,1,317.8,2,At-Risk High-Value,1,0.9136949585447539,Targeted Win-Back Campaign
12761.0,93,2,737.95,3,Inactive / Churned,1,0.998672504695156,No Action / Low-Cost Re-engagement
12763.0,5,1,320.08,0,Active Low-Value,0,1.9361786689530388e-82,Monitor
12765.0,108,6,1299.58,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12766.0,2,3,2658.65,1,High-Value Loyal,0,1.6613609130951202e-85,Monitor
12767.0,11,1,949.82,0,Active Low-Value,0,1.1079664404826241e-76,Monitor
12768.0,86,1,168.69000000000003,2,At-Risk High-Value,0,0.00016514576792176928,Monitor
12770.0,92,1,1895.0,3,Inactive / Churned,1,0.9888970394122082,No Action / Low-Cost Re-engagement
12771.0,121,1,226.3,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12773.0,200,1,124.25,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12774.0,171,1,83.7,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12775.0,24,2,270.08,0,Active Low-Value,0,3.197240904526035e-64,Monitor
12776.0,303,1,27.5,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12777.0,93,1,519.45,2,At-Risk High-Value,1,0.998864065939747,Targeted Win-Back Campaign
12778.0,32,3,848.45,3,Inactive / Churned,0,1.3337637915078264e-56,No Action / Low-Cost Re-engagement
12779.0,7,7,2740.91,1,High-Value Loyal,0,6.003166122654528e-81,Monitor
12780.0,234,1,322.4,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12782.0,10,6,1923.32,1,High-Value Loyal,0,5.577562103529501e-78,Monitor
12784.0,165,1,1034.33,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12785.0,171,2,648.45,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12786.0,245,1,668.5,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12787.0,49,1,380.52,0,Active Low-Value,0,4.134975981848767e-40,Monitor
12788.0,99,4,384.9,3,Inactive / Churned,1,0.9999999970614037,No Action / Low-Cost Re-engagement
12789.0,148,2,148.5,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12790.0,46,1,251.92999999999998,2,At-Risk High-Value,0,5.411258155356905e-43,Monitor
12791.0,9,6,788.51,0,Active Low-Value,0,6.472699281293392e-79,Monitor
12792.0,170,1,370.47,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12793.0,7,2,387.85,0,Active Low-Value,0,1.4023739198338056e-80,Monitor
12796.0,264,1,351.0,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12797.0,1,2,468.08000000000004,0,Active Low-Value,0,2.3581602505506615e-86,Monitor
12798.0,57,1,1533.8899999999999,3,Inactive / Churned,0,1.9313655660715316e-32,No Action / Low-Cost Re-engagement
12799.0,165,1,219.35,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12800.0,106,2,500.25,2,At-Risk High-Value,1,0.9999999999999996,Targeted Win-Back Campaign
12801.0,136,1,871.82,2,At-Risk High-Value,1,1.0,Targeted Win-Back Campaign
12802.0,78,6,1808.84,3,Inactive / Churned,0,1.4780797696178766e-12,No Action / Low-Cost Re-engagement
12803.0,29,1,1017.81,0,Active Low-Value,0,2.291570771298468e-59,Monitor
12804.0,101,2,327.02,2,At-Risk High-Value,1,0.9999999999738542,Targeted Win-Back Campaign
12805.0,17,4,1230.95,3,Inactive / Churned,0,4.192279962630634e-71,No Action / Low-Cost Re-engagement
12806.0,135,3,2578.96,3,Inactive / Churned,1,1.0,No Action / Low-Cost Re-engagement
12807.0,19,1,250.35,0,Active Low-Value,0,5.721701436631937e-69,Monitor
